NEWID	SPECIMEN_ID	COLLECTOR	NUMBER	ADDCOLL_LABEL	HERBARIOS	COLLDD	COLLMM	COLLYY	LABEL_NAME	NOME	GENUS	SP1	ESPECIE_ARTIGO	DETBY	DETMONTH	DETYEAR	OLDDETS	TAXON_NOTES	VERNACULAR	CLADO	ITS_TIP	CPDNA_TIP	NOTA_DE_HABITAT	NOTA_DE_SOLO	HABITOSTD	PLANT_DAP_CM	PLANT_HEIGHT_M	FERT	LABEL_NOTES	ALTITUDE_EST	ALTI_RANGE	LATITUDE	LONGITUDE	COORD_REF	COUNTRY	PROVINCE	MUNICIPIO	MINORAREA	NOTAS_LOCALIDADE	END
VAS21366	Vásqu_21366	Vásquez, R.	21366		MO	10	7	1996	Pagamea  coriacea Spruce ex Benth.    	Pagamea peruviana	Pagamea	sp. nov. peruviana	sp.F	Vicentini, A.	10	2006				Peruviana			Bosque primario							180		-3.9533333333	-73.4213888889	LABEL	Peru	Loreto - Maynas	Iquitos	Allpahuayo	Allpahuayo. Estacion Experimental del IIAP. Parcela permanente	endofline
GEN56248	Gentr_56248	Gentry, A.	56248	Vásques, R.; Jaramillo, N., Mejia, K.; Watson, F.; Freitas, L. and Valcazar, J.	AMAZ; MO; NY; USM	21	2	1987	Pagamea  plicata Spruce ex Benth. var. peru  	Pagamea peruviana	Pagamea	sp. nov. peruviana	sp.F	Dwyer, J.	 	1988				Peruviana			varillal and chamisal forest, flat area	sandy, poorly drained	Tree		15	Fruit	fruits green	116		-4.9166666667	-73.75	LABEL	Peru	Loreto - Requena	Jenaro Herrera	Sapuena	Sapuena. Jenaro Herrera. Rio Ucayali.	endofline
VIC2186	Vicen_2186	Vicentini, A.	2186	Zarate, R.; Amasifuen, C.A.G.; Camayo, R.; Amasifuen, C.A.G.	AMAZ; HUT; INPA; MO; USM	4	3	2004	peruviana	Pagamea peruviana	Pagamea	sp. nov. peruviana	sp.F	Vicentini, A.	3	2004		Syntópica com Pagamea guianensis		Peruviana			Varillal alto (20-25 m)	areia-branca com tapete de raizes, inundável quando chove	Tree	15	10	Fruit	Fruto verde, infrutescência verde-avermelhada. Ritidoma fissurado. Casca interna bege-claro, parte interna amarelo-ouro, exsuda seiva amarela-translúcida, alburno bege.	102		-4.9	-73.63	GPS	Peru	Loreto - Requena	Jenaro Herrera	Carretera Genero Herrera a Colonia Angamos	Carretera Genero Herrera a Colonia Angamos, km 4.5, al E do arboretum do CIJH-IIAP	endofline
VIC2189	Vicen_2189	Vicentini, A.	2189	Zarate, R.; Amasifuen, C.A.G.; Camayo, R.; Amasifuen, C.A.G.; Camayo, R.	AMAZ; HUT; INPA; MO; USM	4	3	2004	peruviana	Pagamea peruviana	Pagamea	sp. nov. peruviana	sp.F	Vicentini, A.	3	2004		Syntópica com Pagamea guianensis		Peruviana			Varillal alto (20-25 m)	areia-branca com tapete de raizes, inundável quando chove	Tree	12	9	Fruit	Fruto verde, infrutescência verde-avermelhada. Ritidoma fissurado. Casca interna bege-claro, alburno amarelo-ouro, exsuda seiva amarela-translúcida abundante.	102		-4.9	-73.63	GPS	Peru	Loreto - Requena	Jenaro Herrera	Carretera Genero Herrera a Colonia Angamos	Carretera Genero Herrera a Colonia Angamos, km 4.5, al E do arboretum do CIJH-IIAP	endofline
VAS10018	Vásqu_10018	Vásquez, R.	10018	Jaramillo, N.	MO; USM	13	11	1987	Pagamea  plicata Spruce ex Benth. var. peru  	Pagamea peruviana	Pagamea	sp. nov. peruviana	sp.F	Vicentini, A.	4	2001	P. guianensis [Dwyer, J. 1989] P. coriacea Spruce ex Benth [Taylor, C.M. 1992]			Peruviana			Bosque primario	arenoso	Tree		16	Bud	flores blanco-verdosas	170		-4.8416666667	-73.75	LABEL	Peru	Loreto - Requena	Jenaro Herrera	Sapuena	Sapuena. Jenaro Herrera.	endofline
VEL079	Velez_079	Velez, Antonio	79	Grados 10o. y 11	COAH	10	6	2000		Pagamea peruviana	Pagamea	sp. nov. peruviana	sp.F	Vicentini, A.	10	2006			Caimitillo (Huitoto)	Peruviana			Parte alta de la mesa de areniscas	arenosos	Tree	14	5	Estéril	Uso. Construcción.	116		-4.5833333333	-74.0666666667	LABEL	Colombia	Amazonas	La Chorrera	Casa del conocimiento	Nauta.  en inmediaciones del Internado indígena “Casa del conocimiento”, cerca de la pista aérea de la Chorrera.	endofline
URR807	Urreg_807	Urrego, G. Ligia E.	807	Moreno, e.; Matapí, A.	COAH	30	6	1989		Pagamea peruviana	Pagamea	sp. nov. peruviana	sp.F	Vicentini, A.	 	 	P. macrophylla spruce ex benth. (Boom)		náamom+-cáatiho (Mui)	Peruviana			Bosque alto mal drenado		Tree	13	16	Estéril	terraza baja. Cort. ext. café oscura fisurada. Cort int. rosada a amarilla. Con exud. hialino. Hojas simples opuestas con estip.	99		-7.67	-72.083	web www.tageo.com mariname	Colombia	Amazonas	La Pedrera	Isla de Mariname	Margen izquierda (norte). Frente a la Isla de Mariname.	endofline
URR750	Urreg_750	Urrego, G. Ligia E.	750	Rodriguez, Abél; Matapí, A.	COAH	30	6	1989		Pagamea peruviana	Pagamea	sp. nov. peruviana	sp.F	Vicentini, A.	 	 	P. macrophylla spruce ex benth. (Boom)		náamom+-cáatiho (Mui)	Peruviana			Bosque alto mal drenado		Tree	11	11	Estéril	terraza baja. Cort. ext. café rojiza. Cort. int. café clara-blanca. Sin exudado. Hojas simples opuestas con estípulas.	99		-7.67	-72.083	web www.tageo.com mariname	Colombia	Amazonas	La Pedrera	Isla de Mariname	Margen izquierda (norte). Frente a la Isla de Mariname.	endofline
RIM11731	Rimac_11731	Rimachi, M.Y.	11731		MO; NY; USM	3	7	1996	Pagamea  plicata Spruce ex Benth. var. peru  	Pagamea peruviana	Pagamea	sp. nov. peruviana	sp.F	Vicentini, A.	4	2001	P. guianensis Aubl. [Del Prete 1999]			Peruviana			Monte abierto	arenoso	Tree		5	Fruit	Frutos verdes	130	120-150	-4.3652777778	-73.4833333333	OTHER LABEL FROM SAME SITE	Peru	Loreto - Loreto	Nauta	Carretera Iquitos-Nauta	Iquitos-Nauta km 21, trocha de penetracíon al caserio Yarana, Rio Nanay.	endofline
LON939	Londo_939	Londoño, C.	939	Alvarez, Esteban; Moreno, e.; Londoño, O.	COAH	10	9	1989		Pagamea peruviana	Pagamea	sp. nov. peruviana	sp.F	Vicentini, A.	10	2006	P. c f. macrophylla Spruce ex Benth. (Boom 1992)		náamom+-cáatiho (Mui); pintura de zorra (esp)	Peruviana			Plano sedimentario terciario		Tree	6	9	Estéril	sin alet. Corteza: muerta: café verde, fisuras long.; VIVA: Ext: café; Med: café gris. Int.: caramelo, oxida, olor agrio, exudado acuoso, insaboro lento en toda la superfície, sin tira; ALBURA: hueso; HOJAS: simples opuestas, con estípulas, sin exudado, Esteéril; USO: fruto comestible.	250	200-300	-0.5666666667	-72.1333333333	LABEL	Colombia	Amazonas	Puerto Santander	Villa Azul	Villazul. rio Caquetá, margen izquierda frente isla Sumaeta.	endofline
DUI2280	Duive_2280	Duivenvoorden, J.	2280	Moreno, J.; Restrepo, D.	COAH	5	12	1993		Pagamea peruviana	Pagamea	sp. nov. peruviana	sp.F	Vicentini, A.	10	2006			cáatiho (Mui)	Peruviana			Bosque alto de tierra firme	suelo amarilla	Small tree		3.5		sin exudado.	95.5		-0.8333333333	-71.8333333333	LABEL	Colombia	Amazonas	Puerto Santander	rio Caquetá		endofline
DUQ709	Duque_709	Duque, A.	709	Posada, A.; Fernández, M.E.; Matapi, T.; Negedeka, H.	COAH	6	12	1992		Pagamea peruviana	Pagamea	sp. nov. peruviana	sp.F	Vicentini, A.	10	2006				Peruviana			Bosque primario Intervenido. Terrazas bajas planas en llanura aluvial		Tree	3.5	6	Estéril		285	270-300	-0.5333333333	-72.1	LABEL	Colombia	Amazonas	Puerto Santander	Villa Azul	Villa Azul, resguardo indigena Muinane	endofline
SAN861	Sanch_861	Sanchez, Mauricio S.	861	Rodriguez, Abél; Plazas, B.	COAH	18	6	1988		Pagamea peruviana	Pagamea	sp. nov. peruviana	sp.F	Vicentini, A.	10	2006	P.macrophylla Spruce ex Benth.		Pintura-de-zorra; Namuu-caatío (Nui)	Peruviana					Tree	15	13	Fruit	con 3 aletones redondos, incip.; corteza: muerta: tabaco crema, rugosa con fisuras vert., corchosa; viva: no desprende en tiras, olor lig. amargo, ext.: amarilla lig. café, media: rosada crema, int.: rosada, exud.: amarilla transl., sin sabor, rápido, en toda la superfície; albura: amarilla brillante; hojas: opuestas, simp., sin puntos transl., con estíp. caducas, 1(2) por axila arriba, sin exud.; fruto: racimo de frutos glob. inmaduros verdes;	500		-0.5672222222	-72.1330555556	GNS - QUEBRADA AGUAZUL	Colombia	Amazonas	Puerto Santander	Quebrada Aguazul	Quebrada Aguazul, tra 88	endofline
LON245	Londo_245	Londoño, C.	245	Serna, O.; Moreno, E.	COAH	22	4	1989		Pagamea peruviana	Pagamea	sp. nov. peruviana	sp.F	Vicentini, A.	10	2006	P.cf. macrophylla Spruce ex Benth. (Boom, 1992)		náamom+-cáatiho (mui); pintura de zorra (esp)	Peruviana					Tree		2.6	Estéril	Corteza sin exud. sin tira; HOJAS: simp. op. con 2 estíp. sin exud. USO: hoja para extraer pigmento negro.	250	200-300	-0.5666666667	-72.1333333333	LABEL	Colombia	Amazonas	Puerto Santander	Villa Azul	Villazul. rio Caquetá, margen izquierda frente isla Sumaeta.	endofline
ALV65	Alvar_65	Alvarez, E.	65	Londoño, A.C.; Rodriguez, A.; Moreno, F.	JAUM	26	9	1990		Pagamea peruviana	Pagamea	sp. nov. peruviana	sp.F	Vicentini, A.	10	2006				Peruviana			Plano sedimentario terciario		Tree	5	8	Estéril	Sin aletones. Corteza muerta cafe, lisa. Viva crema, sin tira, oxida. Albura amarilla no oxida. Hojas sin exudado, sin olor. Esteril	250	200-300	-0.65	-72.1333333333	LABEL	Colombia	Amazonas	Puerto Santander	Isla Sumaeta	Rio Caquetá, margen izquieerda, frente a la isla Sumaeta	endofline
GEN26191	Gentr_26191	Gentry, A.	26191	Diaz, C.; Jaramillo, N.	MO	24	3	1979	Pagamea  plicata Spruce ex Benth. var. peru  	Pagamea peruviana	Pagamea	sp. nov. peruviana	sp.F	Vicentini, A.	8	2004	P. coriacea Spruce ex Benth. [Taylor, C.M. 2000]			Peruviana			Non-inundated forest	white sand	Tree		10	Fruit	Fruit green.	140		-3.6394444444	-73.2280555556	GNDB - Nanay	Peru	Loreto - Maynas	Punchana	Mishana	Rio Nanay halfway between Iquitos and Santa Maria de Nanay	endofline
PIR6069	Pires_6069	Pires, J.M.	6069	Black; Wurdack, Silva, N.T.	NY	12	12	1956	Pagamea  plicata Spruce ex Benth. var. roncador  	Pagamea plicata var. glabrescens Benth.	Pagamea	plicata	plicata	Steyermark, A.	 	1977				Plicata					Small tree		3.5	Fruit	Fruto verde-glauco.	425		-8.95	-54.9	GNDB - Cachimbo	Brasil	Pará	Altamira	Serra do Cachimbo	Serra do Cachimbo	endofline
IRW16144	Irwin_16144	Irwin, H.S.	16144	Reis dos Santos, R.; souza, R.; grear, J.W. Jr.	NY	27	5	1966	Pagamea  plicata Spruce ex Benth. var roncador  	Pagamea plicata var. glabrescens Benth.	Pagamea	plicata	plicata	Steyermark, A.	 	1969				Plicata			Cerrado		Shrub		3	Fruit	Fruit black-violet.	500		-13.5	-51.8333333333	MAP	Brasil	Mato Grosso	Canarana		160 km N of Xavantina.	endofline
PRA59226	Pranc_59226	Prance, G.T.	59226		MO; NY; UNB; US	2	10	1964	Pagamea  plicata Spruce ex Benth. var. roncador   sensu lato	Pagamea plicata var. glabrescens Benth.	Pagamea	plicata	plicata	Vicentini, A.	3	2001	Pagamea ducke Standl. [Boom, B. 1980]			Plicata			Varzea forest					Fruit		277		-13.1816666667	-52.6575	MAP	Brasil	Mato Grosso	Canarana	Garapu	Vicinity of Garapu.	endofline
COO361	Coome_361	Coomes, D.	361		VEN	7	1	1994		Pagamea plicata Spruce ex Benth.	Pagamea	plicata	plicata	Coomes, D.	1	1994				Plicata			Short Amazon Caatinga	seasonally inundated white sand (Spodosol?)	Tree		7	Fruit	Red pedicels with red berries (green when immature)	130		3.1966666667	-65.55	LABEL	Venezuela	Amazonas	D. Atabapo	Savanna Morocoy	5 km North of viallage, near savanna “morocoy”	endofline
MAG30735	Magui_30735	Maguire, B.	30735	Cowan, R.S.; Wurdack, J.J.	NY; VEN	3	1	1951	Pagamea  plicata Spruce ex Benth. var plicata  	Pagamea plicata Spruce ex Benth.	Pagamea	plicata	plicata	Steyermark, A.	 	1963				Plicata			Dry slope below escarpment		Small tree		3.5	Fruit	Inflorescence reddish; fruit green; ovary superior, 2 celled, each cell with a single basally attached seed with convolute surface.	700		3.6908333333	-66.8166666667	MAP - Yapacana	Venezuela	Amazonas	D. Atabapo	Cerro Yapacana	Cerro Yapacana, Rio Orinoco	endofline
YAN440A	Yanez_440A	Yanez, M.	440A		MO, PORT	0	4	1990	Pagamea  plicata Spruce ex Benth.    	Pagamea plicata Spruce ex Benth.	Pagamea	plicata		Vicentini, A.	 	2000	Det. as P. guianensis by Taylor in 1996.											Fruit		140		1.6497	-66.75	LABEL	Venezuela	Amazonas	D. Atabapo	San Antonio de Orinoco		endofline
MAR1187A	Marin_1187A	Marin, E.	1187A		MO; PORT	30	4	1990	Pagamea  plicata Spruce ex Benth.    	Pagamea plicata Spruce ex Benth.	Pagamea	plicata	plicata	Vicentini, A.	 	2000	Pagamea guianensis Aubl. [Taylor, C.M. 1996]			Plicata			arbustal	arena-cuarzosa				Fruit		130		3.8333333333	-66.7333333333	LABEL	Venezuela	Amazonas	D. Atabapo	Santa Barbara del Orinoco	44 km al S-E of city	endofline
AYM8096	Aymar_8096	Aymard, G.	8096		MO; PORT	20	2	1990	Pagamea  plicata Spruce ex Benth.    	Pagamea plicata Spruce ex Benth.	Pagamea	plicata	plicata	Vicentini, A.	 	2000	as Pagamea coriaceae by Taylor 1994.			Plicata								Fruit		140		3.1833333333	-65.45	LABEL	Venezuela	Amazonas	D. Atabapo	La Esmeralda	8 km al E de La Esmeralda	endofline
GUA3449	Guanc_3449	Guanchez, F.	3449		MO; TFVA	10	11	1984	Pagamea  plicata Spruce ex Benth. var. multinervia Steyerm. 	Pagamea plicata Spruce ex Benth.	Pagamea	plicata	plicata	Steyermark, A.	 	1987				Plicata			Matorral ribereño					Estéril		110		4.8666666667	-67.45	LABEL	Venezuela	Amazonas	D. Atures	San Pedro	San Pedro. Río Autana. Cabeza de Manteco. Afluente del rio Autana	endofline
GUA3613	Guanc_3613	Guanchez, F.	3613		MO; TFVA; VEN	14	11	1984	Pagamea  plicata Spruce ex Benth. var. multinervia Steyerm. 	Pagamea plicata Spruce ex Benth.	Pagamea	plicata	plicata	Steyermark, A.	 	1987				Plicata			orillas de pequeño riachuelo de aguas cristalinas					Flower	Fallas rocosas de la vertiente oeste de cerro de arenisca de unos 200 m de altura sobre el rio, hasta la cumbre cubierta de herbazal.	200		4.8166666667	-67.4333333333	LABEL	Venezuela	Amazonas	D. Atures	San Pedro	San Pedro. Caño Ceguera, margen derecha del rio Autana	endofline
MAG28036	Magui_28036	Maguire, B.	28036	Politi, L.	NY; VEN	30	12	1948	Pagamea  plicata Spruce ex Benth. var plicata  	Pagamea plicata Spruce ex Benth.	Pagamea	plicata	plicata	Steyermark, A.	 	1963				Plicata			Savanna		Shrub		3	Flower-old	Frequent.	125		4.8572222222	-67.4166666667	MAP - Cerro Paraqué	Venezuela	Amazonas	D. Atures	Cerro Sipapo	San Pedro Cerro Sipapo (Paráque). Near base camp.	endofline
FOL9590	Folda_9590	Foldats, E.	9590	Velazco, J.	NY; PORT	31	5	1989	Pagamea  plicata Spruce ex Benth.    	Pagamea plicata Spruce ex Benth.	Pagamea	plicata	plicata	Vicentini, A.	11	2000				Plicata			Bosque no inundable		Small tree		7	Flower-old	Abundante.	120		4.5666666667	-67.3	LABEL	Venezuela	Amazonas	D. Atures	San Pedro	Alrededores del Campamento Remo	endofline
WIL13962	Willi_13962	Williams, Llewelyn	13962		F; MO; NY; P; US; VEN	24	1	1942	Pagamea  plicata Spruce ex Benth.    	Pagamea plicata Spruce ex Benth.	Pagamea	plicata	plicata	Steyermark, A.	 	1963			Cachira-huaro (Baniba)	Plicata			Selva periodicamente anegada		Tree	30	18	Fruit	Corona aplanada, tronco erecto, redondo, sin ramas por la mitad de la altura, y sin estribos; la corteza es morenizca fisurada. el liber rosado a rojo oscuro y se emplea para tejar huapitas;  la madera es amarillenta; infl. terminal;frutos glbosos arracimado, verde oscuro; duramen rojo purpureo, delgado y la albura amarillo palido.	128		2.9333333333	-67.35	MAP	Venezuela	Amazonas	D. Casiquiare	Yavita		endofline
WIL15351	Willi_15351	Williams, Llewelyn	15351		NY, US	0	0	1942	Pagamea  plicata Spruce ex Benth. var plicata  	Pagamea plicata Spruce ex Benth.	Pagamea	plicata		Steyermark, A.	 	1963												Fruit		127		2.7416666667	-67.5666666667	OTHER LABEL FROM SAME SITE	Venezuela	Amazonas	D. Casiquiare	Maroa	Río Guainía	endofline
ACE10360	Aceve_10360	Acevedo-Rdgz., P.	10360	Aymard, G.; Berry, P.E.; Schargel, R.	MO; PORT; US; VEN	22	2	1998	Pagamea  plicata Spruce ex Benth.    	Pagamea plicata Spruce ex Benth.	Pagamea	plicata	plicata	Vicentini, A.	 	2001	P. coriacea Benth. [Taylor, C.M. 1999]	two types of hairs on veins below		Plicata			Evergreen moist forest		Shrub		4.5	Fruit	Pseudodichotomous branching; infructescences ascending with red-burgundy axis; calyx red; fruits nearly globose, grayish green. Preserved in 70% ETOH before drying.	162.25		2.8738888889	-67.4908333333	LABEL	Venezuela	Amazonas	D. Casiquiare	Yavita	Along road from Maroa to Yavita, vicinity of old trail to Pimichin.	endofline
AYM10986	Aymar_10986	Aymard, G.	10986		MO; PORT; VEN	23	5	1996	Pagamea  plicata Spruce ex Benth.    	Pagamea plicata Spruce ex Benth.	Pagamea	plicata	plicata	Vicentini, A.	 	2000				Plicata			Bana alta	white sand				Fruit	Det as P. coriaceae by Taylor 1997.	110		2.8941666667	-67.4658333333	LABEL	Venezuela	Amazonas	D. Casiquiare	Yavita		endofline
BER5718	Berry_5718	Berry, P.E.	5718		MO; VEN	28	11	1995	Pagamea  plicata Spruce ex Benth.    	Pagamea plicata Spruce ex Benth.	Pagamea	plicata	plicata	Vicentini, A.	 	2000	Pagamea coriacea [Taylor, C.M. 1996]			Plicata			Bana	white sand				Fruit		110		2.9211111111	-67.4380555556	LABEL	Venezuela	Amazonas	D. Casiquiare	Yavita		endofline
BER6337	Berry_6337	Berry, P.E.	6337		MO; VEN	28	5	1996	Pagamea  plicata Spruce ex Benth.    	Pagamea plicata Spruce ex Benth.	Pagamea	plicata	plicata	Vicentini, A.	 	2000	Pagamea coriacea Benth [Taylor, C.M. 1996]			Plicata			Caatinga	white sand				Estéril		110		3.1079	-67.4916666667	LABEL	Venezuela	Amazonas	D. Casiquiare	Yavita	Yavita.	endofline
WIL14351	Willi_14351	Williams, Llewelyn	14351		F, NY, US, VEN	14	2	1942	Pagamea  plicata Spruce ex Benth.    	Pagamea plicata Spruce ex Benth.	Pagamea	plicata	plicata	Vicentini, A.	10	2006			Ají-de-paloma				Selva alta hasta donde llega las inundaciones		Tree		21	Fruit	Con copa no muy frondosa y de pocas ramas; tronco derecho, erecto, sin ramas por 8 m; el fruto azul-verde y el pedunculo coloardo en racimos terminales; la corteza es áspera, de color morenisco; la albura es clara y el corazón obscuro, casi negro.	127		2.7472222222	-67.575	OTHER LABEL FROM SAME SITE	Venezuela	Amazonas	D. Casiquiare	Maroa	Río Guainía	endofline
CLA6887	Clark_6887	Clark, H.L.	6887		MO; NY; QCNE	20	10	1978	Pagamea  plicata Spruce ex Benth.    	Pagamea plicata Spruce ex Benth.	Pagamea	plicata	plicata	Dwyer, J.	 	1984				Plicata								Flower		119		1.9333333333	-67.05	LABEL	Venezuela	Amazonas	D. Rio Negro	San Carlos de Rio Negro	ca. 20 km S of confluence of Rio Negro and Brazo Casiquiare.	endofline
PLO13574	Plowm_13574	Plowman, T.	13574	Thomas, W.W.	F; MO; NY; VEN	12	4	1974	Pagamea  plicata Spruce ex Benth.    	Pagamea plicata Spruce ex Benth.	Pagamea	plicata	plicata	Plowman, T.	4	1985				Plicata					Tree		20	Fruit	Bark pale brown, rather shaggy. Leaves coriaceous, dull, medium green on upper surface; dull silvery green on lower surface. Stipule pale green. Infructescences collected from adjacent tree 25 m tall. Rachis dark red. Fruits bluish green when immature, b black at maturity, 2-seeded.	140		0.8333333333	-66.1666666667	LABEL	Venezuela	Amazonas	D. Rio Negro	Cerro de La Neblina	Cerro de La Neblina, environments of Neblina Base Camp along Rio Baria	endofline
CLA7032	Clark_7032	Clark, H.L.	7032		NY	22	2	1979	Pagamea  plicata Spruce ex Benth.    	Pagamea plicata Spruce ex Benth.	Pagamea	plicata	plicata	Steyermark, A.	 	1979				Plicata			Bana, at edge, near forest		Tree		5	Fruit	(Average rainfall 3400-3600 mm/year). Leaves light green, paler below. Sepals and inflorescence axis dull pale red; fruit glaucous, olive green, flesh purple.	119		1.9333333333	-67.05	LABEL	Venezuela	Amazonas	D. Rio Negro	San Carlos de Rio Negro	10.8 km NE of San Carlos on Solano road	endofline
GEN47099	Gentr_47099	Gentry, A.	47099	Stein, B.	F; MO; NY	2	5	1984	Pagamea  plicata Spruce ex Benth. var. multinervia Steyerm. 	Pagamea plicata Spruce ex Benth.	Pagamea	plicata	plicata	Steyermark, A.	 	1985				Plicata			Mature forest along clear water stream	sandy ultisol	Tree		20	Fruit	Fruits blue-black, inflorescence red.	140		0.8333333333	-66.1833333333	LABEL	Venezuela	Amazonas	D. Rio Negro	Cerro de La Neblina	Cerro de La Neblina. Base camp on rio Mawarinuma	endofline
STE13036	Steye_130364	Steyermark, J.A.	130364	Berry, P.; Delascio, F.	F; MO; VEN	1	3	1984	Pagamea  plicata Spruce ex Benth. var. plicata  	Pagamea plicata Spruce ex Benth.	Pagamea	plicata	plicata	Steyermark, A.	 	 				Plicata			sabanas y bosques de galeria, at edge of forest	afloramientos de arenisca cuarzosa	Tree		4	Fruit	Fruit purple-blue; leaves deeply sulcate.	525		2.5166666667	-65.3833333333	LABEL	Venezuela	Amazonas	D. Rio Negro	Cerro Vinilla	Cerro Vinilla. Piedra arenisca cuarzosa, vecindades y al norte del Cerro Vinilla, ca. 30 km al SSw de Ocamo. Quebrada beloow crest of ridge.	endofline
LIE16463	Liesn_16463	Liesner, R.	16463		MO; NY; VEN	6	3	1984	Pagamea  plicata Spruce ex Benth. var. plicata  	Pagamea plicata Spruce ex Benth.	Pagamea	plicata	plicata	Steyermark, A.	 	1985				Plicata								Fruit		140		0.8333333333	-66.1666666667	LABEL	Venezuela	Amazonas	D. Rio Negro	Cerro de La Neblina	Cerro de La Neblina. Base camp on rio Mawarinuma	endofline
BOO5375	Boom,_5375	Boom, B.	5375		MO; VEN	27	1	1985	Pagamea  plicata Spruce ex Benth.    	Pagamea plicata Spruce ex Benth.	Pagamea	plicata	plicata	Steyermark, A.	 	1987				Plicata								Estéril		140		0.8333333333	-66.1666666667	LABEL	Venezuela	Amazonas	D. Rio Negro	Cerro de La Neblina	Cerro de La Neblina. Base camp on rio Mawarinuma	endofline
STE13041	Steye_130417	Steyermark, J.A.	130417		MO; VEN	12	3	1984	Pagamea  plicata Spruce ex Benth. var. multinervia Steyerm. 	Pagamea plicata Spruce ex Benth.	Pagamea	plicata	plicata	Steyermark, A.	 	 				Plicata			sabanas y bosques de galeria	afloramientos de arenisca cuarzosa				Estéril		525		2.5166666667	-65.3833333333	LABEL	Venezuela	Amazonas	D. Rio Negro	Cerro Vinilla	Cerro Vinilla. Piedra arenisca cuarzosa, ca. Cerro Vinilla.	endofline
BER7283	Berry_7283	Berry, P.E.	7283	Aymard, G.	MO; PORT	28	3	2000	Pagamea  plicata Spruce ex Benth.    	Pagamea plicata Spruce ex Benth.	Pagamea	plicata	plicata	Vicentini, A.	5	2002				Plicata			Bosque de tierra firme		Tree		5	Estéril		120		1.9152777778	-67.0513888889	LABEL	Venezuela	Amazonas	D. Rio Negro	San Carlos de Rio Negro	1.5 km al SE de San Carlos, por la pica que conduce al Caño Marimajari (Parcela 5)	endofline
VEL2066	Velaz_2066	Velazco, J.	2066		MO; PORT	31	3	1991	Pagamea  plicata Spruce ex Benth.    	Pagamea plicata Spruce ex Benth.	Pagamea	plicata	plicata	Vicentini, A.	 	2000	As Pagamea coriaceae by Taylor 1994.			Plicata								Estéril		80		4.176	-66.5	LABEL	Venezuela	Amazonas	D. Rio Negro	rio Pasimoni	Planicie con problemas de drenaje	endofline
MAR12497	Marca_124979	Marcano-Berti, L.	124979	Salcedo, P.	US; VEN	17	3	1979	Pagamea  plicata Spruce ex Benth. var. multinervia Steyerm. 	Pagamea plicata Spruce ex Benth.	Pagamea	plicata	plicata	Vicentini, A.	10	2006				Plicata					Small tree		3.5	Fruit		96		1.9166666667	-67.05	GNDB - San Carlos	Venezuela	Amazonas	D. Rio Negro	San Carlos de Rio Negro	Entre San Carlos y El Solano.	endofline
BER1690	Berna_1690 	Bernardi, A. L.	1690 		NY; P; VEN	5	9	1954	Pagamea  plicata Spruce ex Benth. var. multinervia Steyerm. 	Pagamea plicata Spruce ex Benth.	Pagamea	plicata	plicata	Steyermark, A.	 	1963				Plicata			Selva pluvial.		Small tree		3.5	Fruit		360		1.2905	-62.4833333333	GNDB - Urimãm	Venezuela	Bolívar	Gran Sabana	rio Arequi	Rio Arequi, cerca del ex pueblo y campo minero, región de Urimãn	endofline
AND10904	Ander_10904	Anderson, W.R.	10904		MO; NY; US	13	2	1974	Pagamea  plicata Spruce ex Benth. var. roncador  	Pagamea plicata var. glabrescens Benth.	Pagamea	plicata	plicata	Vicentini, A.	 	2000	As Pagamea coriaceae by Taylor 1992.			Plicata								Fruit		200		-7.75	-57.3333333333	LABEL	Brasil	Pará	Jacareacanga	rio Cururú	Rio Cururú, Mundurukú village ca. 2 km N of rio Cururú	endofline
CHA819IN	Chaga_819INPA	Chagas, J.	819INPA		INPA	18	2	1955	Pagamea  picata Spruce ex Benth. var. manaus  	Pagamea plicata var. glabrescens Benth.	Pagamea	plicata	plicata	Vicentini, A.	5	2002	P. coriacea x duckei [Vicentini, A. 08/2001]			Plicata				úmido	Shrub		3	Bud	Flores esverdeadas.	 		-3	-60.0305555556	OTHER LABEL FROM SAME SITE	Brasil	Amazonas	Manaus	BR-174 Manaus-Caracaraí	BR-174, km 09	endofline
VIC2066	Vicen_2066	Vicentini, A.	2066	Carneiro, A.	MO	14	8	2003		Pagamea plicata Spruce ex Benth.	Pagamea	plicata	plicata	Vicentini, A.	10	2006				Plicata			Campinarana Baixa, ao longo do paleocanal, area encharcada. Ocorre em simpatria com P. coriacea e P. plicatiformis, ausente no compartimento com P. duckei. Rara.	areia branca	Tree	10	12		Resina vermelha nos ramos	50		-2.7694444444	-60.2619444444	globalmapper srtm	Brasil	Amazonas	Manaus	igarapé Tarumã-mirin	Paleocanal do Tarumã-Mirim, Estrada do Pau Rosa, final do Ramal do Novo Amanhecer, por trilha ca. 4 km em direção ao rio	endofline
MAC2557	Maced_2557	Macedo, M.	2557	Assumpção, S.	INPA	30	10	1990	Pagamea  plicata Spruce ex Benth.    	Pagamea plicata var. glabrescens Benth.	Pagamea	plicata	plicata	Vicentini, A.	8	2001				Plicata			Brejo		Tree		2.5	Flower	Flor alva	399.5		-13.45	-54.28	fazenda agrochapada	Brasil	Mato Grosso	Paranatinga	Córrego Santiago	Margem direita do Córrego Santiago	endofline
